date,Cleaned/ConsumerPriceIndexAllItems,Cleaned/FEDRates,Cleaned/GDP,Cleaned/InflationConsumerPrice,Cleaned/MedianConsumerPriceIndex,Cleaned/RealGDP,Cleaned/RealGDPPerCapita,Cleaned/RealPotentialGDP,Cleaned/UnemployemenrRate
1990-12-01,0.0,7.31,,,5.05582611888307,,,,6.3
1991-01-01,0.5979073243647061,6.91,6035.178,4.23496396453849,5.5627844862673,9951.916,39451.0,10283.010879963522,6.4
1991-02-01,0.1485884101040319,6.25,,,4.3550241753906,,,,6.6
1991-03-01,0.1483679525222559,6.12,,,3.65528536937658,,,,6.8
1991-04-01,0.148148148148129,5.91,6126.862,,3.37276123638892,10029.51,39632.0,10346.85953271758,6.7
1991-05-01,0.295857988165682,5.78,,,4.46850763239142,,,,6.9
1991-06-01,0.294985250737484,5.9,,,2.90193641246452,,,,6.9
1991-07-01,0.147058823529393,5.82,6205.937,,4.44203031238106,10080.195,39691.0,10409.384121426969,6.8
1991-08-01,0.293685756240824,5.66,,,3.08983246488028,,,,6.9
1991-09-01,0.439238653001466,5.45,,,4.0654000776027,,,,6.9
1991-10-01,0.145772594752206,5.21,6264.54,,2.3353501360496898,10115.329,39694.0,10471.642872616025,7.0
1991-11-01,0.291120815138284,4.81,,,4.29177716897127,,,,7.0
1991-12-01,0.0725689404934595,4.43,,,2.64599695624381,,,,7.3
1992-01-01,0.145032632342278,4.03,6363.102,3.02881967814969,1.73273035529145,10236.435,40051.0,10533.754722186615,7.3
1992-02-01,0.362056480810998,4.06,,,2.58885958946806,,,,7.4
1992-03-01,0.5050505050505361,3.98,,,3.78706590402491,,,,7.4
1992-04-01,0.143575017946859,3.73,6470.763,,2.42829426223232,10347.429,40350.0,10596.596075537069,7.4
1992-05-01,0.143369175627241,3.82,,,2.80232154164044,,,,7.6
1992-06-01,0.3579098067286961,3.76,,,4.28890893910334,,,,7.8
1992-07-01,0.213980028530681,3.25,6566.641,,1.77845400998218,10449.673,40599.0,10660.762526064991,7.7
1992-08-01,0.284697508896798,3.3,,,2.1172726558109902,,,,7.6
1992-09-01,0.283889283179561,3.22,,,1.8647095813975096,,,,7.6
1992-10-01,0.353857041755123,3.1,6680.803,,3.78383780857443,10558.648,40881.0,10725.823702416466,7.3
1992-11-01,0.141043723554302,3.09,,,3.27594189784477,,,,7.4
1992-12-01,-0.0704225352112772,2.92,,,1.87801390592812,,,,7.4
1993-01-01,0.4933051444679279,3.02,6729.459,2.95165696638559,3.442923847625749,10576.275,40829.0,10791.841303819188,7.3
1993-02-01,0.350631136044892,3.03,,,2.29662586946326,,,,7.1
1993-03-01,0.34940600978336,3.07,,,1.7007959361273102,,,,7.0
1993-04-01,0.278551532033427,2.96,6808.939,,4.09652033621579,10637.847,40942.0,10859.658680230026,7.1
1993-05-01,0.138888888888889,3.0,,,2.97550405217233,,,,7.1
1993-06-01,0.138696255201128,3.04,,,2.54857377980864,,,,7.0
1993-07-01,0.0,3.06,6882.098,,1.68885336227953,10688.606,40997.0,10928.482735745143,6.9
1993-08-01,0.2770083102493089,3.03,,,2.52892755090932,,,,6.8
1993-09-01,0.207182320441981,3.09,,,2.3340019137216204,,,,6.7
1993-10-01,0.413507925568557,2.99,7013.738,,3.6998153130413103,10833.987,41423.0,10998.28839890448,6.8
1993-11-01,0.0686341798215785,3.02,,,3.6360647138418094,,,,6.6
1993-12-01,0.0,2.96,,,2.8177074707488297,,,,6.5
1994-01-01,0.274348422496554,3.05,7115.652,2.60744159215453,2.71177185775588,10939.116,41713.0,11068.947189839351,6.6
1994-02-01,0.34199726402188,3.25,,,3.6058143013175,,,,6.6
1994-03-01,0.340831629175198,3.34,,,2.17453638595826,,,,6.5
1994-04-01,0.135869565217392,3.56,7246.931,,2.5146859806895803,11087.361,42154.0,11140.343521101777,6.4
1994-05-01,0.0678426051560472,4.01,,,2.90181334741006,,,,6.1
1994-06-01,0.33898305084745,4.25,,,2.8947919642116497,,,,6.1
1994-07-01,0.270270270270271,4.26,7331.075,,2.0694530806578504,11152.176,42264.0,11213.206264654,6.1
1994-08-01,0.4043126684636139,4.47,,,3.5187037719115697,,,,6.0
1994-09-01,0.268456375838927,4.73,,,3.74709367119364,,,,5.9
1994-10-01,0.0669344042838109,4.76,7455.288,,2.22031958593512,11279.932,42618.0,11287.170028853692,5.8
1994-11-01,0.13377926421403,5.29,,,4.39209057745666,,,,5.6
1994-12-01,0.0,5.45,,,1.21608593151488,,,,5.5
1995-01-01,0.400801603206414,5.53,7522.289,2.80541968853662,4.18619483418634,11319.951,42654.0,11361.822811563516,5.6
1995-02-01,0.3992015968063889,5.92,,,3.3376345207508904,,,,5.4
1995-03-01,0.331345261762749,5.98,,,3.26457127001425,,,,5.4
1995-04-01,0.330250990752982,6.05,7580.997,,3.65850979935234,11353.721,42660.0,11437.846726697,5.8
1995-05-01,0.197498354180374,6.01,,,3.5594625767825896,,,,5.6
1995-06-01,0.197109067017092,6.0,,,2.09953665851426,,,,5.6
1995-07-01,0.0,5.85,7683.125,,3.03271532641816,11450.31,42885.0,11514.704122545112,5.7
1995-08-01,0.2622950819672139,5.74,,,2.94234945083716,,,,5.7
1995-09-01,0.196206671026807,5.8,,,3.2632119535976,,,,5.6
1995-10-01,0.326370757180149,5.76,7772.586,,3.22700732941383,11528.067,43044.0,11593.611621701011,5.5
1995-11-01,-0.0650618087182741,5.8,,,2.66922899078137,,,,5.6
1995-12-01,-0.0651041666666584,5.6,,,2.5796467388820004,,,,5.6
1996-01-01,0.586319218241036,5.56,7868.468,2.93120419993441,3.77576772431056,11614.418,43259.0,11674.216233014651,5.6
1996-02-01,0.3238341968912019,5.22,,,2.6189607116124103,,,,5.5
1996-03-01,0.516462233699146,5.31,,,3.1105647730186496,,,,5.5
1996-04-01,0.385356454720635,5.22,8032.84,,3.13327571333888,11808.14,43856.0,11760.113983771347,5.6
1996-05-01,0.191938579654503,5.24,,,2.9377900582841403,,,,5.6
1996-06-01,0.0638569604086764,5.27,,,2.51124866161314,,,,5.3
1996-07-01,0.191448627951509,5.4,8131.408,,3.1963724632271004,11914.063,44105.0,11852.4657305572,5.5
1996-08-01,0.19108280254778,5.22,,,2.3215009912297,,,,5.1
1996-09-01,0.317863954227583,5.3,,,3.13018982525812,,,,5.2
1996-10-01,0.316856780735101,5.24,8259.771,,2.8819818031793303,12037.775,44421.0,11951.077903825388,5.2
1996-11-01,0.1895135818066889,5.31,,,3.4965341186496497,,,,5.4
1996-12-01,0.0,5.29,,,2.20024121572453,,,,5.4
1997-01-01,0.315258511979816,5.25,8362.655,2.33768993730735,3.02617905351408,12115.472,44590.0,12055.79474049288,5.3
1997-02-01,0.314267756128231,5.19,,,2.34294951187677,,,,5.2
1997-03-01,0.250626566416041,5.39,,,2.95319457160124,,,,5.2
1997-04-01,0.124999999999984,5.51,8518.825,,2.9877083499694,12317.221,45203.0,12165.991891986052,5.1
1997-05-01,-0.0624219725343241,5.5,,,2.63567345485551,,,,4.9
1997-06-01,0.124921923797643,5.56,,,2.49848264690866,,,,5.0
1997-07-01,0.124766063630677,5.52,8662.823,,2.02617633760405,12471.01,45616.0,12282.13962359006,4.9
1997-08-01,0.186915887850476,5.54,,,2.31561868855912,,,,4.8
1997-09-01,0.248756218905457,5.54,,,2.53199694313149,,,,4.9
1997-10-01,0.248138957816378,5.5,8765.907,,2.48154492879276,12577.495,45862.0,12403.091482098456,4.7
1997-11-01,-0.061881188118804,5.52,,,2.7079596776415897,,,,4.6
1997-12-01,-0.12383900928791,5.5,,,3.06873423353,,,,4.7
1998-01-01,0.185988840669536,5.56,8866.48,1.55227909874364,2.42179277848711,12703.742,46204.0,12528.530888617106,4.6
1998-02-01,0.185643564356445,5.51,,,2.87065094209522,,,,4.6
1998-03-01,0.1852995676343349,5.49,,,2.44301532251741,,,,4.7
1998-04-01,0.184956843403215,5.45,8969.699,,2.2748187478653,12821.339,46504.0,12658.992515858536,4.3
1998-05-01,0.184615384615393,5.49,,,3.03777216799082,,,,4.4
1998-06-01,0.1228501228501229,5.56,,,3.12389474765322,,,,4.5
1998-07-01,0.1226993865030519,5.54,9121.097,,3.21477716314102,12982.752,46943.0,12792.919917948158,4.5
1998-08-01,0.12254901960786,5.55,,,3.3717716016433705,,,,4.5
1998-09-01,0.122399020807818,5.51,,,3.1662397199017995,,,,4.6
1998-10-01,0.24449877750613,5.07,9293.991,,3.33701606701728,13191.67,47555.0,12930.454186030614,4.5
1998-11-01,0.0,4.83,,,2.1930187838977,,,,4.4
1998-12-01,-0.0609756097561058,4.68,,,1.9936687234930897,,,,4.4
1999-01-01,0.244051250762677,4.63,9411.682,2.18802719697358,1.54917204327125,13315.597,47880.0,13071.535334705315,4.3
1999-02-01,0.121728545343868,4.76,,,1.74041061308616,,,,4.4
1999-03-01,0.303951367781164,4.81,,,1.84262079989537,,,,4.2
1999-04-01,0.7272727272727141,4.74,9526.21,,2.67599038238358,13426.748,48148.0,13215.180024333278,4.3
1999-05-01,0.0,4.74,,,1.7151774759723402,,,,4.2
1999-06-01,0.0,4.76,,,1.18284460497857,,,,4.3
1999-07-01,0.300842358604085,4.99,9686.626,,2.39370686970688,13604.771,48632.0,13360.999676380285,4.3
1999-08-01,0.2399520095980969,5.07,,,2.3615824284601,,,,4.2
1999-09-01,0.478755236385384,5.22,,,2.4805631178883303,,,,4.2
1999-10-01,0.178677784395466,5.2,9900.169,,1.69360586521141,13827.98,49281.0,13508.997005238016,4.1
1999-11-01,0.0594530321046454,5.42,,,2.18775527240926,,,,4.1
1999-12-01,0.0,5.3,,,2.6023734453745497,,,,4.0
2000-01-01,0.297088532382659,5.45,10002.179,3.37685727149929,3.85177112617523,13878.147,49335.0,13657.90971844553,4.0
2000-02-01,0.5924170616113771,5.73,,,2.78558392501993,,,,4.1
2000-03-01,0.8244994110718371,5.85,,,3.41680877584016,,,,4.0
2000-04-01,0.058411214953279,6.02,10247.72,,2.27690126641777,14130.908,50109.0,13802.557909996083,3.8
2000-05-01,0.116754232340923,6.27,,,2.85353384475986,,,,4.0
2000-06-01,0.524781341107882,6.53,,,3.14253450270141,,,,4.0
2000-07-01,0.23201856148492,6.54,10318.165,,3.4363633527404702,14145.312,50024.0,13940.660485459985,4.0
2000-08-01,0.0,6.5,,,2.87570061509343,,,,4.1
2000-09-01,0.5208333333333119,6.52,,,3.06873423353,,,,3.9
2000-10-01,0.1727115716753109,6.51,10435.744,,2.7010732653574503,14229.765,50190.0,14071.40193345432,3.9
2000-11-01,0.0574712643678088,6.51,,,2.65177399972001,,,,3.9
2000-12-01,-0.0574382538770748,6.4,,,3.2964610225159103,,,,3.9
2001-01-01,0.632183908045972,5.98,10470.231,2.82617111885407,4.0764778317574,14183.12,49911.0,14194.982061117891,4.2
2001-02-01,0.39977155910909,5.49,,,2.8367889543748905,,,,4.2
2001-03-01,0.2275312855517489,5.31,,,2.99214660516078,,,,4.3
2001-04-01,0.3972758229285,4.8,10599.0,,3.14463308812682,14271.694,50105.0,14311.539722786703,4.4
2001-05-01,0.4522328999434579,4.21,,,3.5011161919658704,,,,4.3
2001-06-01,0.16882386043895,3.97,,,3.52180031475502,,,,4.5
2001-07-01,-0.2808988764044881,3.77,10598.02,,2.4350411076885496,14214.516,49774.0,14421.269310856644,4.6
2001-08-01,0.0,3.65,,,3.80544284558475,,,,4.9
2001-09-01,0.450704225352114,3.07,,,2.78250757475318,,,,5.0
2001-10-01,-0.33651149747618,2.49,10660.465,,4.18407658200821,14253.574,49783.0,14525.2256684961,5.3
2001-11-01,-0.168823860438935,2.09,,,3.4431714115967296,,,,5.5
2001-12-01,-0.394588500563707,1.82,,,2.47528603199942,,,,5.7
2002-01-01,0.2263723825693279,1.73,10783.5,1.58603162650601,2.7615896715014903,14372.785,50091.0,14624.00334547519,5.7
2002-02-01,0.395256916996071,1.74,,,3.38352407504046,,,,5.7
2002-03-01,0.562429696287966,1.73,,,2.8726214230371,,,,5.7
2002-04-01,0.559284116331084,1.75,10887.46,,2.67648214481753,14460.848,50286.0,14719.438901074744,5.9
2002-05-01,0.0,1.75,,,2.42019843819257,,,,5.8
2002-06-01,0.0556173526140231,1.75,,,2.5025331988713,,,,5.8
2002-07-01,0.111172873818774,1.73,10984.04,,2.24505523113134,14519.633,50362.0,14813.102098646215,5.8
2002-08-01,0.333148250971684,1.74,,,2.28572177593909,,,,5.7
2002-09-01,0.16602102933039,1.75,,,2.71779789775748,,,,5.7
2002-10-01,0.165745856353599,1.75,11061.433,,2.31390307533894,14537.58,50302.0,14905.535686049085,5.7
2002-11-01,0.0,1.34,,,1.9109760074518305,,,,5.9
2002-12-01,-0.220628792057364,1.24,,,3.01261428455382,,,,6.0
2003-01-01,0.442233278054161,1.24,11174.129,2.27009497336115,2.18139042769816,14614.141,50462.0,14997.837108045062,5.8
2003-02-01,0.770500825536602,1.26,,,1.9758302344968104,,,,5.9
2003-03-01,0.600764609502999,1.25,,,1.12621180925949,,,,5.9
2003-04-01,-0.2171552660151869,1.26,11312.766,,0.553036890472014,14743.567,50796.0,15090.807386325983,6.0
2003-05-01,-0.163220892274219,1.26,,,1.07578818642804,,,,6.1
2003-06-01,0.108991825613079,1.22,,,1.12305963544221,,,,6.3
2003-07-01,0.1088731627653789,1.01,11566.669,,2.6710731226571096,14988.782,51512.0,15183.877363796682,6.2
2003-08-01,0.380641653072316,1.03,,,2.35741426924818,,,,6.1
2003-09-01,0.3250270855904669,1.01,,,2.02226514469577,,,,6.1
2003-10-01,-0.107991360691145,1.01,11772.234,,2.09586749439761,15162.76,51986.0,15278.388684793345,6.0
2003-11-01,-0.2702702702702639,1.0,,,1.1863624116481102,,,,5.8
2003-12-01,-0.108401084010841,0.98,,,1.79882233944806,,,,5.7
2004-01-01,0.48833423765599,1.0,11923.447,2.67723669309172,2.2200747059839503,15248.68,52179.0,15374.838882758811,5.7
2004-02-01,0.5399568034557121,1.01,,,2.91265455346974,,,,5.6
2004-03-01,0.644468313641263,1.0,,,2.7344022682197897,,,,5.8
2004-04-01,0.320170757737461,1.0,12112.815,,2.5383819269539303,15366.85,52469.0,15472.994124038232,5.6
2004-05-01,0.585106382978719,1.0,,,3.2174948905270697,,,,5.6
2004-06-01,0.317292437863566,1.03,,,2.72493144884725,,,,5.6
2004-07-01,-0.158144438587237,1.26,12305.307,,1.77113695955513,15512.619,52835.0,15573.526926169096,5.5
2004-08-01,0.0527983104540587,1.43,,,2.87323745174035,,,,5.4
2004-09-01,0.211081794195252,1.61,,,2.1466349952753,,,,5.4
2004-10-01,0.526592943654557,1.76,12527.214,,2.6605010937276203,15670.88,53242.0,15675.558624075442,5.5
2004-11-01,0.0523834468308086,1.93,,,1.4800663055379,,,,5.4
2004-12-01,-0.366492146596853,2.16,,,1.91524972608856,,,,5.4
2005-01-01,0.2101944298475959,2.28,12767.286,3.3927468454955,3.4217591363454103,15844.727,53719.0,15775.796136923083,5.3
2005-02-01,0.576822233875206,2.5,,,3.30400229074104,,,,5.4
2005-03-01,0.782064650677772,2.63,,,1.8971793950121696,,,,5.2
2005-04-01,0.672529746508014,2.79,12922.656,,2.09647901335652,15922.782,53868.0,15873.169983958667,5.2
2005-05-01,-0.1027749229187949,3.0,,,3.16846235161856,,,,5.1
2005-06-01,0.0514403292181004,3.04,,,1.62477538920178,,,,5.0
2005-07-01,0.462724935732656,3.26,13142.642,,3.0286455734746403,16047.587,54153.0,15968.843339929685,5.0
2005-08-01,0.5117707267144339,3.5,,,2.22215620270876,,,,4.9
2005-09-01,1.22199592668025,3.62,,,4.02470724061161,,,,5.0
2005-10-01,0.201207243460752,3.78,13324.204,,3.3315751559861897,16136.734,54317.0,16062.035941635966,5.0
2005-11-01,-0.8032128514056259,4.0,,,2.83691194814226,,,,5.0
2005-12-01,-0.40485829959513,4.16,,,2.20489319920401,,,,4.9
2006-01-01,0.762195121951216,4.29,13599.16,3.22594410070404,2.88432186623886,16353.835,54927.0,16152.594087556376,4.7
2006-02-01,0.20171457387795,4.49,,,2.07202087371556,,,,4.8
2006-03-01,0.55359838953198,4.59,,,3.08218251360963,,,,4.7
2006-04-01,0.8508508508508341,4.79,13753.424,,2.8870316165126,16396.151,54945.0,16240.797141806725,4.7
2006-05-01,0.496277915632743,4.94,,,4.28816068458393,,,,4.6
2006-06-01,0.1975308641975319,4.99,,,3.19983083499134,,,,4.6
2006-07-01,0.295712173484489,5.24,13870.188,,3.05393052415284,16420.738,54886.0,16324.825212317572,4.7
2006-08-01,0.196560196560197,5.25,,,4.62137039677921,,,,4.7
2006-09-01,-0.490436488474757,5.25,,,2.1062637733366696,,,,4.5
2006-10-01,-0.542138984721521,5.25,14039.56,,3.6506970400157694,16561.866,55216.0,16404.43190398646,4.4
2006-11-01,-0.148662041625379,5.25,,,3.02469916751935,,,,4.5
2006-12-01,0.148883374689833,5.24,,,2.72554654380133,,,,4.4
2007-01-01,0.305252725470763,5.25,14215.651,2.85267248150138,2.9644102631689195,16611.69,55260.0,16484.888028846122,4.6
2007-02-01,0.5350367559876621,5.26,,,4.4470256400193495,,,,4.5
2007-03-01,0.910569585108543,5.26,,,2.6885311218425296,,,,4.4
2007-04-01,0.6496162686508891,5.25,14402.082,,2.36832536836802,16713.314,55474.0,16566.649925173915,4.5
2007-05-01,0.61107186747047,5.25,,,2.35349143799752,,,,4.4
2007-06-01,0.193797517660565,5.25,,,3.2680317367730405,,,,4.6
2007-07-01,-0.0254377207802054,5.26,14564.117,,2.82817098511783,16809.587,55649.0,16649.553222510956,4.7
2007-08-01,-0.183390222708711,5.02,,,2.18457280462696,,,,4.6
2007-09-01,0.275590740535893,4.94,,,3.7044060077008303,,,,4.7
2007-10-01,0.213919132812117,4.76,14715.058,,3.43463052089827,16915.191,55857.0,16732.836359592024,4.7
2007-11-01,0.5939617873415811,4.49,,,3.475359352757,,,,4.7
2007-12-01,-0.0670863129647814,4.24,,,2.98265388398264,,,,5.0
2008-01-01,0.4970576472604689,3.94,14706.538,3.839100296651,3.28360527628442,16843.003,55497.0,16815.605755710523,5.0
2008-02-01,0.290411218495348,2.98,,,2.85747436326564,,,,4.9
2008-03-01,0.866821293098967,2.61,,,3.0404857461239905,,,,5.1
2008-04-01,0.6064778389719561,2.28,14865.701,,2.24101388446512,16943.291,55705.0,16895.89498163922,5.0
2008-05-01,0.8420886031756311,1.98,,,2.4627692895931,,,,5.4
2008-06-01,1.0076996934894,2.0,,,4.05370089545272,,,,5.6
2008-07-01,0.525101112812213,2.01,14898.999,,3.98912873927892,16854.295,55278.0,16973.238277426874,5.8
2008-08-01,-0.3991562255641739,2.0,,,2.94013128490127,,,,6.1
2008-09-01,-0.1383018540664549,1.81,,,3.17438970761372,,,,6.1
2008-10-01,-1.01013332845789,0.97,14608.209,,2.20171024216991,16485.35,53941.0,17046.57639205772,6.5
2008-11-01,-1.9152895328595805,0.39,,,1.93625366578525,,,,6.8
2008-12-01,-1.03424738142875,0.16,,,0.3634841508005421,,,,7.3
2009-01-01,0.435241737542101,0.15,14430.902,-0.355546266299747,2.40364062502632,16298.262,53221.0,17114.50017798746,7.8
2009-02-01,0.4972933035904749,0.22,,,2.14357605719473,,,,8.3
2009-03-01,0.24317484554154,0.18,,,1.90828983085518,,,,8.7
2009-04-01,0.2496368277787989,0.15,14381.236,,1.86117019943739,16269.145,53017.0,17178.410062824227,9.0
2009-05-01,0.288876383417745,0.18,,,1.29376893720741,,,,9.4
2009-06-01,0.8589892263953359,0.21,,,0.75584590889346,,,,9.5
2009-07-01,-0.158558692215323,0.16,14448.882,,0.125832513392354,16326.281,53081.0,17238.915827103265,9.5
2009-08-01,0.224285004481049,0.16,,,1.6255061079099,,,,9.6
2009-09-01,0.0625480693495817,0.15,,,0.914369783533586,,,,9.8
2009-10-01,0.0963101185818578,0.12,14651.249,,1.1903654188135,16502.754,53531.0,17297.998502211558,10.0
2009-11-01,0.0707753368767079,0.12,,,0.516016421313492,,,,9.9
2009-12-01,-0.176119816946313,0.12,,,0.460810409841406,,,,9.9
2010-01-01,0.34174735701485,0.11,14764.61,1.6400434423899,0.680110845940707,16582.71,53683.0,17357.90598072023,9.8
2010-02-01,0.024920738207648,0.13,,,-0.1066278542679489,,,,9.8
2010-03-01,0.4106283536571079,0.16,,,-0.286064246298046,,,,9.9
2010-04-01,0.173688491069743,0.2,14980.193,,0.4526162541784729,16743.162,54100.0,17419.58971646213,9.9
2010-05-01,0.0775197354237721,0.2,,,0.27574788971958,,,,9.6
2010-06-01,-0.0976267084673888,0.18,,,1.2647526767523898,,,,9.4
2010-07-01,0.0211043057371509,0.18,15141.607,,0.632305068442718,16872.266,54401.0,17484.478311341583,9.4
2010-08-01,0.138066427840807,0.19,,,0.4302059340372199,,,,9.5
2010-09-01,0.0581736230715569,0.19,,,1.53627227687154,,,,9.5
2010-10-01,0.1245198888476959,0.19,15309.474,,1.1260905710720202,16960.864,54569.0,17551.856970377874,9.4
2010-11-01,0.0420646423819507,0.19,,,1.31829898066591,,,,9.8
2010-12-01,0.1718440789203089,0.18,,,1.393380280754,,,,9.3
2011-01-01,0.4763230053974139,0.17,15351.448,3.156841568622,2.27322625990496,16920.632,54341.0,17621.83311229873,9.1
2011-02-01,0.493136502545162,0.16,,,2.8169688979258902,,,,9.0
2011-03-01,0.975107203050938,0.14,,,1.74418998266395,,,,9.0
2011-04-01,0.643942953545699,0.1,15557.539,,2.24921919600376,17035.114,54610.0,17694.289734496488,9.1
2011-05-01,0.470418752723364,0.09,,,2.3058155396239,,,,9.0
2011-06-01,-0.107096705669922,0.09,,,1.92672807632472,,,,9.1
2011-07-01,0.0886045666793554,0.07,15647.68,,2.5370313756665,17031.313,54482.0,17769.091548927314,9.0
2011-08-01,0.27575889023645,0.1,,,3.1779707716990093,,,,9.0
2011-09-01,0.151846211569461,0.08,,,2.49197707942446,,,,9.0
2011-10-01,-0.206268263335836,0.07,15842.259,,2.02226514469577,17222.583,54979.0,17845.433170509936,8.8
2011-11-01,-0.084356133044206,0.08,,,1.84701379887522,,,,8.6
2011-12-01,-0.2466516377138169,0.07,,,2.37433305779156,,,,8.5
2012-01-01,0.440019142826751,0.08,16068.805,2.06933726526067,3.19808928450254,17367.01,55342.0,17923.095226368296,8.3
2012-02-01,0.4402973551276311,0.1,,,1.6845519133678302,,,,8.3
2012-03-01,0.7594558623930859,0.13,,,2.42029632056173,,,,8.2
2012-04-01,0.302102950408034,0.14,16207.115,,2.2851338427891696,17444.525,55490.0,18002.35699627026,8.2
2012-05-01,-0.117347936632105,0.16,,,1.7320720722101297,,,,8.2
2012-06-01,-0.146639688445049,0.16,,,1.92206327761144,,,,8.2
2012-07-01,-0.162978586182561,0.16,16319.541,,2.08371119432122,17469.65,55454.0,18082.64574996694,8.2
2012-08-01,0.556515818143709,0.13,,,2.4238660191344503,,,,8.1
2012-09-01,0.4462212267611311,0.14,,,2.2866037427289303,,,,7.8
2012-10-01,-0.0388925140553232,0.16,16420.419,,1.87504766315374,17489.852,55403.0,18163.79376867256,7.8
2012-11-01,-0.4738086694881879,0.16,,,2.0721553787935503,,,,7.7
2012-12-01,-0.269306449020735,0.16,,,1.79065016566902,,,,7.9
2013-01-01,0.295730419292604,0.14,16648.189,1.46483265562717,2.74180750368704,17662.4,55859.0,18246.42137114204,8.0
2013-02-01,0.819002952926876,0.15,,,2.45154222786008,,,,7.7
2013-03-01,0.261450858437495,0.14,,,1.21535791179703,,,,7.5
2013-04-01,-0.103963947708716,0.15,16728.687,,2.088884185994,17709.671,55914.0,18329.440468379704,7.6
2013-05-01,0.178040777358723,0.11,,,1.9563823322529,,,,7.5
2013-06-01,0.2399708085599499,0.09,,,2.13725043962469,,,,7.5
2013-07-01,0.0393997533233011,0.09,16953.838,,2.00320004740069,17860.45,56272.0,18412.74484097609,7.3
2013-08-01,0.12029315570472,0.08,,,2.1480298989162,,,,7.2
2013-09-01,0.1163004485263469,0.08,,,2.23216017314456,,,,7.2
2013-10-01,-0.257528325980464,0.09,17192.019,,1.16372929089217,18016.147,56642.0,18496.9339613381,7.2
2013-11-01,-0.204242419052338,0.08,,,2.60550640737742,,,,6.9
2013-12-01,-0.008581149788259,0.09,,,2.8446440822717203,,,,6.7
2014-01-01,0.3720247673236049,0.07,17197.738,1.62222297740817,2.40632650352188,17953.974,56345.0,18582.016790391182,6.6
2014-02-01,0.369790865096873,0.07,,,2.3508313464702497,,,,6.7
2014-03-01,0.6440044126228239,0.08,,,2.8589766754357098,,,,6.7
2014-04-01,0.329675445315773,0.09,17518.508,,2.21493222879676,18185.911,56968.0,18667.80786379332,6.2
2014-05-01,0.34926098400487,0.09,,,2.54562660708071,,,,6.3
2014-06-01,0.186212694409411,0.1,,,1.31136444111866,,,,6.1
2014-07-01,-0.0390193964161093,0.09,17804.228,,2.4049038383757497,18406.941,57536.0,18755.21302916832,6.2
2014-08-01,-0.167051416579219,0.09,,,1.75173691535098,,,,6.1
2014-09-01,0.0752568824311014,0.09,,,1.93541098458714,,,,5.9
2014-10-01,-0.2512277812553889,0.09,17912.079,,2.4289565511268,18500.031,57702.0,18843.33814024208,5.7
2014-11-01,-0.539941794106119,0.09,,,2.25631054100233,,,,5.8
2014-12-01,-0.567010091001089,0.12,,,2.3833942455642,,,,5.6
2015-01-01,-0.470589237347324,0.11,18063.529,0.118627135552451,1.94752959883826,18666.621,58121.0,18931.98108998837,5.7
2015-02-01,0.434304492377206,0.11,,,1.95449451571832,,,,5.5
2015-03-01,0.5951721611097321,0.11,,,2.43333592636743,,,,5.4
2015-04-01,0.2032873254587689,0.12,18279.784,,2.96265053867684,18782.243,58376.0,19021.10442842243,5.4
2015-05-01,0.509723202549469,0.12,,,2.5012910991095,,,,5.6
2015-06-01,0.350286999852812,0.13,,,2.97239956431092,,,,5.3
2015-07-01,0.0067047159295661,0.13,18401.626,,1.9220253006031696,18857.418,58486.0,19110.07094297624,5.2
2015-08-01,-0.141627628281935,0.14,,,1.63579063211565,,,,5.1
2015-09-01,-0.155675657530359,0.14,,,2.99841569275872,,,,5.0
2015-10-01,-0.0449683750446447,0.12,18435.137,,2.28316449144805,18892.206,58470.0,19198.65854737205,5.0
2015-11-01,-0.211068037908146,0.12,,,2.2654806001265,,,,5.1
2015-12-01,-0.341709643711866,0.24,,,1.83471969623819,,,,5.0
2016-01-01,0.165310220906868,0.34,18525.933,1.26158320570536,2.70841659132004,19001.69,58704.0,19286.92528144557,4.8
2016-02-01,0.0823076533454985,0.38,,,2.53771440127248,,,,4.9
2016-03-01,0.4306000143392679,0.36,,,2.22200455864592,,,,5.0
2016-04-01,0.4741067979104,0.37,18711.702,,3.8254778833095098,19062.709,58787.0,19375.15066769707,5.1
2016-05-01,0.404579099811517,0.37,,,3.2805191880404,,,,4.8
2016-06-01,0.3284366167281879,0.38,,,2.10339046055212,,,,4.9
2016-07-01,-0.161813640474981,0.39,18892.639,,2.49016471097936,19197.938,59084.0,19463.20457345448,4.8
2016-08-01,0.0918430107884498,0.4,,,2.7425708907920803,,,,4.9
2016-09-01,0.240399586462898,0.4,,,2.49832933493122,,,,5.0
2016-10-01,0.124674851301432,0.4,19089.379,,2.01802556175075,19304.352,59296.0,19551.31061719399,4.9
2016-11-01,-0.155546086733514,0.41,,,2.45883151623452,,,,4.7
2016-12-01,0.0327321392317517,0.54,,,2.03838510774881,,,,4.7
2017-01-01,0.582772789025459,0.65,19280.084,2.13011000365961,3.43630577482943,19398.343,59494.0,19640.089472818603,4.7
2017-02-01,0.314611738641666,0.66,,,3.2923463387532204,,,,4.6
2017-03-01,0.0812797871947232,0.79,,,1.91438367511723,,,,4.4
2017-04-01,0.296553336532688,0.9,19438.643,,1.55365836257901,19506.949,59736.0,19730.29792327776,4.4
2017-05-01,0.0854721826896363,0.91,,,2.1132188709843502,,,,4.4
