date,Cleaned/ConsumerPriceIndexAllItems,Cleaned/FEDRates,Cleaned/GDP,Cleaned/InflationConsumerPrice,Cleaned/MedianConsumerPriceIndex,Cleaned/RealGDP,Cleaned/RealGDPPerCapita,Cleaned/RealPotentialGDP,Cleaned/UnemployemenrRate
2017-06-01,0.0907111014861139,1.04,,,1.8968337862046696,,,,4.3
2017-07-01,-0.0689922638852295,1.15,19692.595,,2.1220936834140702,19660.766,60099.0,19823.602552180768,4.3
2017-08-01,0.299445229710857,1.16,,,2.2747579876520403,,,,4.4
2017-09-01,0.5294905893230339,1.15,,,2.8702567714483,,,,4.3
2017-10-01,-0.0632042103727646,1.15,20037.088,,2.4249630240346502,19882.352,60674.0,19919.84185253096,4.2
2017-11-01,0.0024324685907436,1.16,,,2.42039295861358,,,,4.2
2017-12-01,-0.05878322772623,1.3,,,2.95574718908234,,,,4.1
2018-01-01,0.544774545277541,1.41,20328.553,2.44258329692817,4.17000041826154,20044.077,61093.0,20019.170108155347,4.0
2018-02-01,0.45346899748655,1.42,,,2.01327934554867,,,,4.1
2018-03-01,0.2261125904149039,1.51,,,1.961900073725389,,,,4.0
2018-04-01,0.397509156334893,1.69,20580.912,,2.93200914809488,20150.476,61336.0,20121.719174325484,4.0
2018-05-01,0.4158916925435,1.7,,,2.9818325508401204,,,,3.8
2018-06-01,0.159387570154372,1.82,,,2.6321178885371204,,,,4.0
2018-07-01,0.0067463262285171,1.91,20798.73,,2.11149391449985,20276.154,61622.0,20226.065825728,3.8
2018-08-01,0.0555542328357295,1.91,,,2.2967112867851003,,,,3.8
2018-09-01,0.116202517589025,1.95,,,2.3337233555462205,,,,3.7
2018-10-01,0.176676345572587,2.19,20917.867,,2.60626268747923,20304.874,61619.0,20331.49540934404,3.8
2018-11-01,-0.3349348518100969,2.2,,,3.7237636017007705,,,,3.8
2018-12-01,-0.319396281513109,2.27,,,2.9117770150544304,,,,3.9
2019-01-01,0.1906596665246839,2.4,21111.6,1.81221007526021,2.88960472562634,20431.641,61939.0,20437.92215362585,4.0
2019-02-01,0.422705314009692,2.4,,,2.97821762626109,,,,3.8
2019-03-01,0.564135835680577,2.41,,,3.2102411483228703,,,,3.8
2019-04-01,0.529500161289074,2.42,21397.938,,2.82946232379089,20602.275,62385.0,20545.449540277205,3.7
2019-05-01,0.212875858938411,2.39,,,2.5585351456762795,,,,3.6
2019-06-01,0.0199147181481604,2.38,,,2.96310499495169,,,,3.6
2019-07-01,0.167094162245338,2.4,21717.171,,3.2008888117851098,20843.322,63022.0,20653.07745811881,3.7
2019-08-01,-0.0050668236082818,2.13,,,2.6257566309874503,,,,3.6
2019-09-01,0.0783448576930001,2.04,,,2.5044028464577406,,,,3.5
2019-10-01,0.228619055223,1.83,21933.217,,2.67072730886815,20985.448,63360.0,20758.053508750327,3.6
2019-11-01,-0.0536243034669465,1.55,,,3.2778581013518595,,,,3.6
2019-12-01,-0.0909769525053793,1.55,,,2.52541708194376,,,,3.6
2020-01-01,0.387976993781487,1.55,21727.657,1.23358439630629,3.73900290493838,20693.238,62416.0,20861.83925495967,3.6
2020-02-01,0.274061813149543,1.58,,,2.87314075414153,,,,3.5
2020-03-01,-0.2176451031784789,0.65,,,2.96611597454439,,,,4.4
2020-04-01,-0.668694186699718,0.05,19935.444,,2.0514104511105,19056.617,57449.0,20965.14022286726,14.8
2020-05-01,0.0019501616684046,0.05,,,3.0423409595286204,,,,13.2
2020-06-01,0.5472046927775109,0.08,,,1.6303799442617,,,,11.0
2020-07-01,0.5058243501670089,0.09,21684.551,,4.12644301223046,20548.793,61915.0,21065.72918800921,10.2
2020-08-01,0.315321052408127,0.1,,,2.5642504572569904,,,,8.4
2020-09-01,0.13927469432666,0.09,,,1.09289511329196,,,,7.8
2020-10-01,0.0414937759336148,0.09,22068.767,,1.7918610038630802,20771.691,62554.0,21167.08999680052,6.9
2020-11-01,-0.0610627217844138,0.09,,,1.36409877769683,,,,6.7
2020-12-01,0.0941478467042597,0.09,,,1.4012624303769898,,,,6.7
2021-01-01,0.425378348702726,0.09,22656.793,4.69785886363742,1.17126192381685,21058.379,63428.0,21261.600036399403,6.4
2021-02-01,0.547438279392344,0.08,,,2.79187179404496,,,,6.2
2021-03-01,0.7083273133749509,0.07,,,2.45230811885555,,,,6.1
2021-04-01,0.821890915406006,0.07,23368.861,,2.90626910167791,21389.005,64392.0,21355.977382899266,6.1
2021-05-01,0.80171051547627,0.06,,,3.25571552598809,,,,5.8
2021-06-01,0.929066290235704,0.08,,,3.75085967160498,,,,5.9
2021-07-01,0.481052352629404,0.1,23921.991,,3.03001455558991,21571.421,64877.0,21454.647379006667,5.4
2021-08-01,0.206591136361161,0.09,,,4.0529206723710605,,,,5.1
2021-09-01,0.271597085905821,0.08,,,4.93068961392651,,,,4.7
2021-10-01,0.830811855200318,0.08,24777.038,,6.58162335190871,21960.388,65986.0,21558.240246488447,4.5
2021-11-01,0.491342750434762,0.08,,,5.921977524520989,,,,4.2
2021-12-01,0.307251716148357,0.08,,,4.864243460542441,,,,3.9
2022-01-01,0.8414573783545228,0.08,25215.491,8.00279982052121,6.73598572134309,21903.85,65779.0,21667.693840715187,4.0
2022-02-01,0.913397925647697,0.08,,,6.375188165836019,,,,3.8
2022-03-01,1.3351379548562698,0.2,,,6.22131864885611,,,,3.7
2022-04-01,0.5582531025654971,0.33,25805.791,,6.92388263628694,21919.222,65760.0,21780.14110580312,3.7
2022-05-01,1.10235239995988,0.77,,,7.588878771024411,,,,3.6
2022-06-01,1.37360757588199,1.21,,,8.01045995451126,,,,3.6
2022-07-01,-0.0118119138337545,1.68,26272.011,,5.988326180119151,22066.784,66115.0,21892.76660831518,3.5
2022-08-01,-0.0354399276350673,2.33,,,8.04803616793306,,,,3.6
2022-09-01,0.2150784513001039,2.56,,,7.72921604833856,,,,3.5
2022-10-01,0.405649443411221,3.08,26734.277,,6.69366641779918,22249.459,66575.0,22004.679068190035,3.6
2022-11-01,-0.101002644188814,3.78,,,5.91661658760609,,,,3.6
2022-12-01,-0.307009146454112,4.1,,,6.554622614768929,,,,3.5
2023-01-01,0.799536383454017,4.33,27164.359,4.11633838374488,7.40659988402694,22403.435,66967.0,22116.38,3.5
2023-02-01,0.5582110505732301,4.57,,,7.880495894967001,,,,3.6
2023-03-01,0.3310729956123049,4.65,,,4.62475076644842,,,,3.5
2023-04-01,0.50590386832584,4.83,27453.815,,5.186168013480691,22539.418,67295.0,22227.57,3.4
2023-05-01,0.251843501020241,5.06,,,4.83841780786021,,,,3.6
2023-06-01,0.322891423648645,5.08,,,4.39642524892616,,,,3.6
2023-07-01,0.1907515019222699,5.12,27967.697,,2.49077584715136,22780.933,67916.0,22338.77,3.5
2023-08-01,0.436715506835353,5.33,,,4.35897232415277,,,,3.7
2023-09-01,0.2485131552376499,5.33,,,5.21792092786129,,,,3.8
2023-10-01,-0.0383379522984981,5.33,28296.967,,3.49795816925966,22960.6,68351.0,22452.06,3.9
2023-11-01,-0.201513954841356,5.33,,,5.1226149536403,,,,3.7
2023-12-01,-0.0993320327893392,5.33,,,4.160125150684911,,,,3.8
2024-01-01,0.544750379793042,5.33,28624.069,,6.54247711333595,23053.545,68549.0,22566.61,3.7
2024-02-01,0.618967177555072,5.33,,,4.55815950379621,,,,3.9
2024-03-01,0.646416993742063,5.33,,,4.32734565378701,,,,3.9
2024-04-01,,5.33,29016.714,,4.25132259006098,23223.906,68977.0,22682.66,3.9
2024-05-01,,5.33,,,3.0164690149307103,,,,4.0
2024-06-01,,5.33,,,2.3646651819445097,,,,4.1
2024-07-01,,5.33,29374.914,,3.80499824370928,23400.294,69399.0,22800.63,4.2
2024-08-01,,5.33,,,3.18039686786902,,,,4.2
2024-09-01,,5.13,,,4.146461276568751,,,,4.1
2024-10-01,,4.83,,,3.60736895679825,,,22920.27,4.1
2024-11-01,,4.64,,,2.77536119547261,,,,4.2
2024-12-01,,4.48,,,3.6381199379699902,,,,4.1
2025-01-01,,,,,,,,23041.94,
2025-04-01,,,,,,,,23164.48,
2025-07-01,,,,,,,,23288.28,
2025-10-01,,,,,,,,23413.13,
2026-01-01,,,,,,,,23537.99,
2026-04-01,,,,,,,,23662.93,
2026-07-01,,,,,,,,23787.67,
2026-10-01,,,,,,,,23912.24,
2027-01-01,,,,,,,,24037.13,
2027-04-01,,,,,,,,24160.85,
2027-07-01,,,,,,,,24284.17,
2027-10-01,,,,,,,,24407.17,
2028-01-01,,,,,,,,24529.51,
2028-04-01,,,,,,,,24652.77,
2028-07-01,,,,,,,,24776.37,
2028-10-01,,,,,,,,24900.25,
2029-01-01,,,,,,,,25024.24,
2029-04-01,,,,,,,,25148.48,
2029-07-01,,,,,,,,25272.42,
2029-10-01,,,,,,,,25395.75,
2030-01-01,,,,,,,,25518.42,
2030-04-01,,,,,,,,25640.5,
2030-07-01,,,,,,,,25762.3,
2030-10-01,,,,,,,,25883.92,
2031-01-01,,,,,,,,26005.13,
2031-04-01,,,,,,,,26126.15,
2031-07-01,,,,,,,,26246.97,
2031-10-01,,,,,,,,26367.56,
2032-01-01,,,,,,,,26487.91,
2032-04-01,,,,,,,,26608.15,
2032-07-01,,,,,,,,26728.19,
2032-10-01,,,,,,,,26848.01,
2033-01-01,,,,,,,,26967.67,
2033-04-01,,,,,,,,27087.21,
2033-07-01,,,,,,,,27206.7,
2033-10-01,,,,,,,,27326.18,
2034-01-01,,,,,,,,27445.78,
2034-04-01,,,,,,,,27565.36,
2034-07-01,,,,,,,,27684.89,
2034-10-01,,,,,,,,27804.37,
