PC1,PC2,PC3,FEDRates,Cluster
-0.6895192970628867,0.3303057582328057,-0.0928763312619948,6.58,3
-0.7544700779671089,0.5699442588676997,-0.3188773355498057,6.87,3
-0.3792713548422333,-0.0219620100369739,0.0593392571615665,7.09,3
-0.7126881560164031,0.3914534779336582,-0.3192319827934463,7.51,1
-0.6675520056090627,0.373465599790508,-0.2980897119148924,7.75,1
-0.8423848562831996,0.5039189357077469,-0.3443503650352714,8.01,1
-0.8477003200752586,0.9210335343604086,-0.3551086827768306,8.19,1
-0.532541053430866,0.1585515083375407,-0.2485151860300984,8.3,1
-0.134211704319399,-0.564923728814939,-0.0513503678673599,8.35,1
-0.40351475666115,-0.2128367615016809,-0.2595996538553068,8.76,1
-0.6926415715415466,0.7319225694613493,-0.2647675441841752,9.12,1
-0.7966216689630754,0.6865447559440311,-0.5078018099601097,9.36,1
-0.7986659034648486,0.9594454597264472,-0.5529330133215267,9.85,1
-0.7607216540002367,1.0743064672969402,-0.395858068216292,9.84,1
-0.8616814957975224,1.0177261408250404,-0.5236580397198469,9.81,1
-0.3897503904117486,0.1044059694660509,-0.179453866196717,9.53,1
-0.8511805148708737,0.5042564930121851,-0.67420329712534,9.24,1
-0.097298434853932,-0.2363384709295126,-0.026617475899455,8.99,1
-0.2968813206130755,0.1801711958605818,-0.0825207444217881,9.02,1
-0.7522455824861808,0.8157483044055475,-0.4359270190114948,8.84,1
-0.4349102524509402,0.1651688450012537,-0.1952836530477288,8.55,1
-0.3149119215854464,-0.0612275893418615,-0.1208206450013204,8.45,1
-0.9234832488020782,1.9877549607586005,-0.2641790827206625,8.23,1
-0.7028206261348533,0.9078737876378964,-0.3596435772250177,8.24,1
-0.7902262795134751,1.1053375228970532,-0.4627015739288228,8.28,1
-0.6805030713908027,0.391162343831698,-0.4317020518366921,8.26,1
-0.3700403670652694,0.2651417331221823,-0.1178182992693595,8.18,1
-0.8677982039403633,1.1754618381679005,-0.5490953111155852,8.29,1
-0.7393044829584119,0.8117294566438968,-0.3363295910119239,8.15,1
-0.9854746765283512,1.8683805214795652,-0.2181042599430651,8.13,1
-0.2594710620732161,1.1367721440128646,0.5154932101796885,8.2,1
-0.6391552287669889,1.0462833867263552,0.0899571778138633,8.11,1
-0.3006539939473718,0.1490214089717829,0.404024886956383,7.81,3
-0.5926296573835215,0.0177597968809906,0.1003692928912474,7.31,3
-0.8333110830678819,0.941994622406938,0.0637123009643007,6.91,3
-0.4070508623837438,-0.1373029834005577,0.3704899130826162,6.25,3
-0.2360347431602845,-0.2840063808170944,0.6378212640272005,6.12,3
-0.1433852722329695,-0.3309349107486343,0.6438391264455169,5.91,3
-0.4584638429102202,0.1546688361059493,0.5344310618211506,5.78,3
-0.0713966909323305,-0.1597670748207727,0.8842767161282794,5.9,3
-0.3928029944349866,-0.1182259425297687,0.4590874776990984,5.82,3
-0.1022137376656481,-0.1201599807783044,0.8408799120804494,5.66,3
-0.3851687274957981,0.3440220692888439,0.646927263185071,5.45,3
0.1369663381648231,-0.5446535587075065,1.0397217796053742,5.21,3
-0.3881215084001498,0.1150125804011613,0.6266003997994342,4.81,3
0.0786815382355641,-0.6279527274070414,1.12480663795116,4.43,3
0.3812080442485893,-0.9549983566756224,1.2584386246011394,4.03,3
0.1061741696649046,-0.3856785545614787,1.1584737344317857,4.06,3
-0.2310147623422238,0.1182253733453913,0.9143591754090236,3.98,3
0.2379885878503263,-0.8132401685010816,1.1563585505465288,3.73,3
0.1438681238361681,-0.74550156738795,1.1838009396313995,3.82,3
-0.287032509280925,-0.0581684901490364,0.9980942851280008,3.76,3
0.4015640285514164,-0.814604015532683,1.4779576978496969,3.25,3
0.2983767624471741,-0.6127856064140861,1.3584032504665104,3.3,3
0.3609727791482389,-0.6647144461969234,1.4146954028898902,3.22,3
-0.1014939626159132,-0.1333632895244149,0.8288961802291168,3.1,3
0.0845119661444858,-0.6319217413542905,0.9627943298250696,3.09,3
0.4908065580918089,-1.3024291748304615,1.240238624705588,2.92,3
-0.0456467960253453,0.0403279232608196,0.9222986776841372,3.02,3
0.2804583564325518,-0.4460503627773564,1.0438308857059289,3.03,3
0.4288466101214572,-0.5640119607158969,1.1212248501755202,3.07,3
-0.1249792303737379,-0.214622895257127,0.628548049601143,2.96,3
0.1921872006948614,-0.6969477216630778,0.8559667995107535,3.0,3
0.2985726342255872,-0.7792717537440635,0.8957969344699716,3.04,3
0.5670808944441221,-1.1998660386885902,1.0083565893424649,3.06,3
0.2804996291154014,-0.5161704141801357,0.8108311449550754,3.03,3
0.3497252533809487,-0.6810375921156946,0.7873470650973716,3.09,3
-0.0105030928916568,-0.0182330038562127,0.5692696207535191,2.99,3
0.1067438750408287,-0.6626554480136075,0.4156080878878637,3.02,3
0.3295616191446346,-0.9498068564265422,0.5316021288975561,2.96,3
0.3231714015955664,-0.5400947651445965,0.6312231798782073,3.05,3
0.0828633152068866,-0.236369697026412,0.4426386385857673,3.25,3
0.4375216624041361,-0.521047600062803,0.7066908503705801,3.34,3
0.4520396579269108,-0.8174112867362928,0.5388886693042572,3.56,3
0.3788516663420797,-0.8561536776931902,0.2746258543234741,4.01,3
0.302216785129075,-0.3557540456966445,0.3209026101289797,4.25,3
0.544844322455629,-0.6420821065522825,0.4926132475578973,4.26,3
0.1491682025016447,-0.1013311965377009,0.1354174300160195,4.47,3
0.13295447748109,-0.3038714101884083,0.0064722411014715,4.73,3
0.60295262311254,-0.968096742981896,0.2565581605023792,4.76,3
0.0492083439231308,-0.4041483498342916,-0.3286560335364216,5.29,3
0.8730011665426922,-1.2826510181814557,0.3033211341236003,5.45,3
0.0257751931247966,0.10029157280492,-0.2264051285769519,5.53,3
0.2375884366614837,-0.0655462416273893,-0.1481292869089897,5.92,3
0.2752418140416535,-0.2057181130284542,-0.1429949072777201,5.98,3
0.1867386541971972,-0.1387298601031632,-0.0099393755424736,6.05,3
0.2513909587158338,-0.3976263502964996,-0.1207387916385061,6.01,3
0.6119857145854919,-0.689872072119053,0.20536082331489,6.0,3
0.4639919229077711,-0.8636489961881288,0.0181197506206784,5.85,3
0.4104929151037896,-0.3962621890605849,0.0815580957094188,5.74,3
0.3512807903789268,-0.4512170612764308,-0.0565425464839315,5.8,3
0.3457895964951803,-0.2075991580080215,-0.0840052761622537,5.76,3
0.5957392943622203,-1.0466903889319017,0.0315848021930604,5.8,3
0.6178710230956637,-1.06465701051062,0.0515914963998796,5.6,3
0.1524490421065435,0.4174368733940313,-0.1014750497321106,5.56,3
0.5148655119959085,-0.2960591026628357,0.0581685731118716,5.22,3
0.337803639599309,0.1586050212954336,-0.0198990202895808,5.31,3
0.4189484907453138,-0.0674940278828604,0.0057432745286611,5.22,3
0.5231216370296937,-0.4644895160725637,0.0175244631395864,5.24,3
0.6682010388934618,-0.776852947786032,-0.0748579932589982,5.27,3
0.4891548194332148,-0.4017961172650794,-0.0976187668510082,5.4,3
0.7089338740488127,-0.5640356949439027,-0.1242994289393948,5.22,3
0.4716970309947231,-0.1712018769537973,-0.2285456380418015,5.3,3
0.5677796802194768,-0.2121931067777417,-0.175515644177685,5.24,3
0.4510161299045195,-0.3317193490460371,-0.2227728049689781,5.31,3
0.825870119189797,-0.941303795537568,0.0355848293488196,5.29,3
0.5900274193192031,-0.323945451419261,-0.1936930649529863,5.25,3
0.759928483693717,-0.4589256865229282,-0.0967344038202836,5.19,3
0.6276423052520695,-0.454850155854308,-0.2435637236721466,5.39,3
0.7086364802886328,-0.6611672651289696,-0.3306131553336186,5.51,3
0.8515572910851689,-1.071758549664802,-0.3939066682424969,5.5,3
0.8303706767739006,-0.755718746086443,-0.2768466340473879,5.56,3
0.9900649191734656,-0.8342681676499237,-0.2294978005916629,5.52,3
0.9015458945365687,-0.6581656893171518,-0.339433743576564,5.54,3
0.8293313496363792,-0.5037938658272542,-0.3220591667229274,5.54,3
0.8750444550885671,-0.4990939332593019,-0.423730857419424,5.5,3
0.9096575649392012,-1.0243549302074004,-0.5809524941099631,5.52,3
0.8375707242962365,-1.0702635226428028,-0.6162506326034924,5.5,3
0.9882362261868848,-0.7996513127442897,-0.5304264629126528,5.56,3
0.8775047852671414,-0.7106600887392275,-0.6307633370447787,5.51,3
0.9822823036071778,-0.7999731682699954,-0.4797623634377378,5.49,3
1.0620962684243926,-0.810697466636218,-0.6661918234656452,5.45,3
0.8728949839595367,-0.6622631109673685,-0.7811813597691345,5.49,3
0.868569051156753,-0.7626592042319048,-0.7550874191921536,5.56,3
0.8914909360133141,-0.7310742122850787,-0.778165312283544,5.54,3
0.852769617271577,-0.7000030675012533,-0.813264422348609,5.55,3
0.9026496148376304,-0.7446063350780093,-0.7118519236291031,5.51,3
0.8820091190319651,-0.4642154863883029,-0.7887142504887052,5.07,3
1.2360640124520852,-1.1418662729098927,-0.6289667294266452,4.83,3
1.3029111400315636,-1.2945215113573951,-0.594483905356483,4.68,3
1.3275887334509366,-0.6522862951917443,-0.4600957449296947,4.63,3
1.314810863712327,-0.8437664291315317,-0.4674711555641183,4.76,3
1.238730694502001,-0.4795473481826128,-0.5712977159837964,4.81,3
0.9444055844941844,0.4773884657562371,-0.6341183889190254,4.74,3
1.392766621875512,-1.0571565951606576,-0.5949004647403683,4.74,3
1.523296367675641,-1.1667395049710638,-0.420452231048723,4.76,3
1.1868083167660088,-0.3532079124003469,-0.6443181995964838,4.99,3
1.2132526705569957,-0.4690288794199547,-0.7027005006776478,5.07,3
1.114852117484519,-0.0033152655288747,-0.689906073820151,5.22,3
1.4581478145032305,-0.6938468595267016,-0.6229973872406047,5.2,3
1.3705932568354102,-0.8158228103045052,-0.7530547606255943,5.42,3
1.286313308690635,-0.8397759378431052,-0.9110073682404944,5.3,3
0.848974796310989,0.2503443908021099,-1.0632802302766506,5.45,3
1.0259631301217562,0.5807255623018108,-0.7208665078961095,5.73,3
0.8039356553236837,1.139572293528594,-0.8791404712890265,5.85,3
1.3777619571562512,-0.4781493875128171,-0.866340940553585,6.02,3
1.2166919993267806,-0.2615967306166207,-0.8745087768877663,6.27,3
1.0273991077716529,0.5512512485215036,-0.871795544398344,6.53,3
1.0527222402134493,0.0717384897684667,-0.9864956916719896,6.54,3
1.2573082101739284,-0.4728999950201202,-0.8439755768542461,6.5,3
1.0609324086711345,0.536124222694828,-0.9122599317995652,6.52,3
1.2809908851793523,-0.1730748659527562,-0.8893540572899042,6.51,3
1.3264720435213375,-0.3961953065633484,-0.897341917989097,6.51,3
1.2004997671288544,-0.4801249212361128,-1.06031954601771,6.4,3
0.8356855146883495,0.8097494466095874,-0.9909978281320732,5.98,3
1.2089621090279947,0.132074896888655,-0.7523597056792779,5.49,3
1.2194717242473956,-0.1589529424936288,-0.7599497792296359,5.31,3
1.1612457974238448,0.1911282533312334,-0.712527250269821,4.8,3
1.0582521353160248,0.3673060902128901,-0.838626853945343,4.21,3
1.1332336414917767,-0.1596389499148315,-0.7789407617483293,3.97,3
1.5243629052287242,-1.214633240578623,-0.5542391897567288,3.77,3
1.1020579737824134,-0.4309750170458293,-0.6475278088746461,3.65,3
1.2234578867174115,0.1955979041489465,-0.2891572957838188,3.07,2
1.1171611857166612,-0.986992709633219,-0.5664065823217704,2.49,2
1.2498110159459768,-0.8311676163616527,-0.2621919922490021,2.09,2
1.552227151806667,-1.4488321983692805,0.0278565329877628,1.82,2
1.4045020291868209,-0.5286940695547355,-0.0185749176909821,1.73,2
1.202121887224476,-0.091947216430548,-0.1296748138742177,1.74,2
1.2799545542121855,0.1154211434475467,0.0120315283954835,1.73,2
1.353784562289913,0.0717451686784217,0.164644403824735,1.75,2
1.5796302532289097,-1.011218192042478,0.074162101111575,1.75,2
1.5432250437126624,-0.8918457178388693,0.0649382876793673,1.75,2
1.6105277814171428,-0.8346216965945065,0.130181810840595,1.73,2
1.5372411344453818,-0.4124056347100374,0.1021786589937965,1.74,2
1.4788590025209758,-0.6354301541135046,-0.0219094414624132,1.75,2
1.5898487637027714,-0.7134648989157819,0.067338016752365,1.75,2
1.735419005380411,-1.1072385744750444,0.2410649688903916,1.34,2
1.526260626099823,-1.2988613954428476,0.0140864646664808,1.24,2
1.5283733331198148,-0.0606659257379845,0.2418986917240855,1.24,2
1.4833367498086405,0.5025300181675609,0.3974699844260948,1.26,2
1.7421823784496069,0.0187418740406651,0.5592966085603528,1.25,2
2.154871011397748,-1.6019128086182377,0.6055769560674142,1.26,2
2.009292479249519,-1.4009945088229772,0.5532007574286513,1.26,2
1.9171159617241795,-0.8943370233159813,0.6985629066053807,1.22,2
1.599056849101221,-0.5627300275701699,0.2925768101448452,1.01,2
1.5988677193404095,-0.1191149272958701,0.3519442622895992,1.03,2
1.6976965844378618,-0.2889654760288228,0.4176500958628579,1.01,2
1.853076897247806,-1.0578853879946646,0.2707449798805202,1.01,2
2.1263800479804065,-1.533262632028422,0.3361423683010257,1.0,2
1.929279908305204,-1.10810701208838,0.1704833146407379,0.98,2
1.659103299965678,0.186375609755663,0.1996091530950229,1.0,2
1.474085028727746,0.4234957098364562,-0.0021280525550167,1.01,2
1.4860656346560968,0.5747535871578809,0.1659665263781831,1.0,2
1.6668051337384144,-0.0468849875935444,0.0422662909631974,1.0,2
1.4225446129472965,0.5790420530815816,-0.0657701595124923,1.0,2
1.6215745967884303,-0.0149607802738146,0.0001144345219511,1.03,2
2.0370615144758872,-1.069397623024991,0.0761018016870469,1.26,2
1.7048763332567802,-0.4556473230507122,-0.1908567440940504,1.43,2
1.8385385031193533,-0.3078024597031017,-0.0024263970638025,1.61,2
1.665266312346369,0.3893357922614183,-0.0133198538134607,1.76,2
2.094712310197068,-0.7207184016320505,0.1166914236029448,1.93,2
2.1083265650597047,-1.409035077377153,-0.0496014410105294,2.16,2
1.5808736427332404,0.1486213044146649,-0.3028607241377887,2.28,2
1.5030694299705618,0.8003438774575616,-0.1605804952344089,2.5,2
1.792943524128596,0.905834269987212,0.0765235189621549,2.63,2
1.8026436241875183,0.7510467622401346,0.0116376353067922,2.79,2
1.7629531543620252,-0.4664725216210949,-0.411213835874734,3.0,2
2.1004571043355287,-0.4860322259989358,-0.0964275714100407,3.04,2
1.6736708424659024,0.5671742798337717,-0.3456499597360073,3.26,2
1.8595447757124288,0.5001839292243787,-0.212903191574127,3.5,2
1.2082705988429108,2.171261455594261,-0.4429857946247036,3.62,2
1.7042385382789196,0.1525884182134169,-0.4591413983201644,3.78,2
2.1166906187595087,-1.805076342274248,-0.5142460074465094,4.0,3
2.1585227590987217,-1.1907591363654029,-0.3628807284642298,4.16,3
1.7233110563117409,1.0895052845083724,-0.4490849704144198,4.29,3
2.0849675003799284,-0.1132686888528817,-0.3045058472249001,4.49,3
1.7347470462294063,0.7429635140289845,-0.5276845799194804,4.59,3
1.716655456607966,1.2598801965275184,-0.4371337809081861,4.79,3
1.4740874890318396,0.8867378068065017,-0.864146024287264,4.94,3
1.8291637196766892,0.1165212389215708,-0.6702610725941558,4.99,3
1.8492671700410728,0.2696172797903107,-0.5674332671053334,5.24,3
1.4908959943278208,0.3991101437003719,-0.9339659718381556,5.25,3
2.3123121955975425,-1.367980798326454,-0.5963794475262013,5.25,3
1.9840289843775176,-1.140678918592704,-1.0083477587036402,5.25,3
2.023958424548522,-0.5407545333853104,-0.7480936611133591,5.25,3
2.0127370558832998,-0.0465372029293279,-0.687716729421802,5.24,3
1.949153380669575,0.2011890265750201,-0.6315406232717512,5.25,3
1.517566404005796,0.9257921341107592,-0.9804037351225224,5.26,3
1.8441421174007744,1.2729327216301929,-0.5811342035524802,5.26,3
2.02941718144305,0.7323190416836143,-0.4999530912142219,5.25,3
2.0451334732826028,0.6613065463892063,-0.5585136832098625,5.25,3
1.938097164320847,0.0651055974402345,-0.7205980022632632,5.25,3
2.1379036117891,-0.4231242398593141,-0.6054562530971475,5.26,3
2.3433861273019314,-0.8406809917595754,-0.543232960770099,5.02,3
1.834538044936317,0.3089624012972387,-0.7515806649717158,4.94,3
1.9488520058823515,0.1499472981932892,-0.7038973592152106,4.76,3
1.8289503758925392,0.861428081364474,-0.6503317507192413,4.49,3
2.1389344108550805,-0.4702166786186578,-0.4826981250607175,4.24,3
1.835941350922776,0.8659726055212624,-0.3904395681655946,3.94,3
2.0018014073589105,0.4017225758459634,-0.3848299965171408,2.98,2
1.7881851006985146,1.4984656609206464,-0.2196348451372838,2.61,2
2.091459710649996,0.8692394144518459,-0.1419689217222917,2.28,2
1.9649532859478285,1.3364311366040895,0.0694145087171138,1.98,2
1.522430432961409,1.9540459087215705,-0.1476717580375662,2.0,2
1.663792068305397,1.037249756307571,-0.1015026027437586,2.01,2
2.18721090950492,-0.8926015029472065,0.1470125534795507,2.0,2
2.0539726765322626,-0.3630584360164982,0.1376886364726334,1.81,2
2.461098906775637,-2.209685087274447,0.439420587837719,0.97,2
2.7855264050022823,-3.947724394048696,0.5160335032459992,0.39,2
2.9146567859152737,-2.647651559793291,1.2902776013874435,0.16,2
2.172513660420494,-0.5530337729024888,1.078195152626754,0.15,2
2.214228798002341,-0.50654562948563,1.424123652021326,0.22,2
2.342122257454569,-1.0369638697861818,1.656864299063347,0.18,2
2.3426135787149445,-1.0465511505794634,1.8359288725893608,0.15,2
2.4677220728160933,-1.100367852566176,2.191239273601108,0.18,2
2.4348505956181743,-0.1559548336893167,2.460941796397891,0.21,2
2.899555765573719,-2.160497211942664,2.432813927197123,0.16,2
2.4176916540302296,-1.1557872112898675,2.216415901116459,0.16,2
2.638205650611493,-1.603686302217452,2.459661281053106,0.15,2
2.6024831513654982,-1.479164536207242,2.5110668669554093,0.12,2
2.777285486136048,-1.6577952764855255,2.601994473069709,0.12,2
2.862277747804421,-2.1257498368964987,2.573617798306816,0.12,2
2.5707432155387604,-0.636613778982343,2.6857427773877185,0.11,2
2.8565767059491405,-1.380067120477309,2.8092677645684714,0.13,2
2.7884875952529318,-0.7053498729591459,2.968473947732356,0.16,2
2.7172881367467205,-0.9832744459822592,2.7607668772410494,0.2,2
2.791494853094311,-1.1867205446691302,2.617866751517822,0.2,2
2.599740561809536,-1.3068079440100493,2.256994052050997,0.18,2
2.755360382684983,-1.2030831664156725,2.4151440575945866,0.18,2
2.7705434825056217,-1.0302606680332274,2.535100152628437,0.19,2
2.5205272753761543,-0.9572540669650604,2.2748190900193106,0.19,2
2.6306140145951256,-0.9049341580871084,2.319334026462982,0.19,2
2.603334914135307,-1.0322897256111223,2.4848729730446952,0.19,2
2.551849979996877,-0.7606931438034695,2.2119026464340266,0.18,2
2.1618801958638603,0.3465715798828377,2.055482562139591,0.17,2
2.0236735125086702,0.4895497164664867,1.88125762085204,0.16,2
2.1492565915038164,1.1673187514098626,2.2004001558054584,0.14,2
2.154188502381329,0.6625620486105968,2.0852954044069367,0.1,2
2.191281003799124,0.3560049579177548,1.9885197933127148,0.09,2
2.4508928096500564,-0.7917894231161947,2.0335052904523243,0.09,2
2.251306992046074,-0.3026667347116407,1.872924410895713,0.07,2
2.038953596621526,0.1716871682759423,1.760591075319355,0.1,2
2.2441527820661937,-0.1946216046525234,1.893417902366779,0.08,2
2.512964908200417,-0.9300715887346352,1.8247515417785956,0.07,2
2.5228268252428028,-0.7328748652154651,1.7729684209817078,0.08,2
2.4404438190251603,-0.9246546302221604,1.5728795270364675,0.07,2
2.1424265965003264,0.2699952032504656,1.3148852882119966,0.08,2
2.516066064808365,-0.0317205736353572,1.6530723656647888,0.1,2
2.2430629124355934,0.7091496534709832,1.4858054705888988,0.13,2
2.433413615251478,-0.1568430479015599,1.4384897365519158,0.14,2
2.691209845120234,-1.0435621365652212,1.4928870582719995,0.16,2
2.652763852497286,-1.059834217289621,1.4456110045428237,0.16,2
2.6311546485095136,-1.0538929873951652,1.405365075800978,0.16,2
2.340119390738894,0.3488886520252323,1.3924883447828935,0.13,2
2.4086294796084124,0.1272085016533798,1.2384105791858937,0.14,2
2.6625932178817786,-0.8493288378818402,1.249105092579461,0.16,2
2.740541859008032,-1.6115880089782435,1.077836986608753,0.16,2
2.749116855042064,-1.2958946172837629,1.2854868030451567,0.16,2
2.430774231750623,-0.1935986381998615,1.1775488691984966,0.14,2
2.353941613478029,0.7267163360806171,1.1621219914830043,0.15,2
2.822154873404961,-0.5454289479012414,1.2353269460676075,0.14,2
2.72764914667096,-1.0457269710663366,1.0342539105776067,0.15,2
2.679770450111556,-0.5469932625476518,1.0548367030741193,0.11,2
2.6172109931133205,-0.3962622372925868,1.024640328024712,0.09,2
2.7524650111211755,-0.7747805445664911,0.9068439387182132,0.09,2
2.694235924277692,-0.5928661255674185,0.8323066595130602,0.08,2
2.674616655655241,-0.5834559078863569,0.8128526599918363,0.08,2
3.09041823126352,-1.475287891698472,0.9860855929489858,0.09,2
2.721754606296843,-1.0789179268234173,0.5062053774407625,0.08,2
2.6079803948624685,-0.6624858480175378,0.3740035355365355,0.09,2
2.591244590503964,-0.0072830446851903,0.4901071940383419,0.07,2
2.604680111538224,-0.0257829292088616,0.5576561948278785,0.07,2
2.3999529790645484,0.5831751659919657,0.4893456572157093,0.08,2
2.7170320723186494,-0.0915386232320778,0.2984645940931694,0.09,2
2.628803836610808,0.0074591447168907,0.283332314272842,0.09,2
2.982517789027826,-0.5341911056391302,0.421157210628189,0.1,2
2.834859571660524,-0.7181485005845331,0.1904038016275945,0.09,2
3.0340567712571174,-1.082241922108606,0.2596984191028136,0.09,2
2.920494992069354,-0.5905550770687592,0.1475793540816362,0.09,2
2.9202898147537977,-1.0820489346108872,-0.1293509885611326,0.09,2
3.045454270900689,-1.654133015785848,-0.0828666183463532,0.09,2
3.0237244582941174,-1.67228374250073,-0.2267600225443984,0.12,2
3.227631060197818,-1.9308633832599196,-0.1610373270797649,0.11,2
2.9661928003124145,-0.2482107757312506,-0.1244244822080393,0.11,2
2.80237497244115,0.1484097182988739,-0.2603968016581016,0.11,2
2.8213075649231047,-0.460173748991585,-0.4465691021206995,0.12,2
2.844829627694613,0.0082548546245275,-0.1819300893515626,0.12,2
2.777325481908405,-0.1828895575946528,-0.4800276089140204,0.13,2
3.160120462257701,-1.0183257575419464,-0.3593910278467626,0.13,2
3.274582887769857,-1.3467182873354977,-0.3754204882605207,0.14,2
2.943099259021547,-1.0973373006414813,-0.7376816647076773,0.14,2
3.0987154243853148,-1.032172637341028,-0.5601303113189897,0.12,2
3.150177300552149,-1.3463897969145675,-0.528048446277876,0.12,2
3.29521266933297,-1.6709016589949424,-0.5088721170487143,0.24,2
2.8991898783216308,-0.2699578374601471,-0.6569795191578215,0.34,2
2.964416934443186,-0.4609420217672961,-0.5770098480217715,0.38,2
2.940790465456842,0.1173187680820626,-0.3935280165591429,0.36,2
2.556317350170544,0.5221543931117257,-0.6916452251251664,0.37,2
2.7137121082403928,0.2945109962510794,-0.7479170279990041,0.37,2
3.0254613731049824,-0.0847454314882556,-0.4419692414029209,0.38,2
3.109623795916079,-0.9003235452344763,-0.6677086405195933,0.39,2
2.9730720183962536,-0.3837615555815308,-0.6267546881148297,0.4,2
2.989529002141348,-0.1608821685396499,-0.4921739234928141,0.4,2
3.175585539949534,-0.4577148491548861,-0.4624624114207415,0.4,2
3.149561518646756,-0.881731486630724,-0.7181869880544398,0.41,2
3.198958720734843,-0.6172403627752039,-0.5932095260707604,0.54,2
2.6779972129548373,0.8969015861613533,-0.75975999394825,0.65,2
2.791963771520641,0.3751513790280864,-0.8273337808261282,0.66,2
3.2014742992186447,-0.3252682116455478,-0.6689935922965125,0.79,2
3.2604648862123944,0.0107987189571487,-0.555443722302197,0.9,2
3.1833086878923376,-0.2681149628832615,-0.7152607864827053,0.91,2
3.2361367896381736,-0.298344069497218,-0.7215732012240992,1.04,2
3.27187180471328,-0.5352039131368497,-0.8022345870149346,1.15,2
3.126772635616715,0.1738669057777323,-0.7200710741723608,1.16,2
2.914155333656635,0.7218098056436764,-0.8706993113838785,1.15,2
3.258858795349877,-0.4416131349957128,-0.9300217622479052,1.15,2
3.2410160487602653,-0.3210514045885211,-0.9181779864663332,1.16,2
3.127433642467736,-0.3241575320892207,-1.103395025896849,1.3,2
2.68692686198711,1.1285601356929156,-1.3143648046835654,1.41,2
3.2449379069985897,0.5256314387786712,-0.7920653386939747,1.42,2
3.3242508443682337,0.0978855645655129,-0.8735943310223419,1.51,2
3.073584381745862,0.620381898120776,-1.0657542321848774,1.69,2
3.0577947422895506,0.670919654717116,-1.184892473183122,1.7,2
3.2164580253258586,0.1198046797097871,-1.0380188160280168,1.82,2
3.4303266776505668,-0.248199828899126,-1.0612802183232055,1.91,2
3.370486037658914,-0.1208855371572935,-1.0946119629993127,1.91,2
3.3447306315965264,0.0020314969445066,-1.1483997407003246,1.95,2
3.276262134082069,0.170061573559163,-1.145326616003362,2.19,2
3.1482034682616957,-0.553633044585245,-1.4793479409232302,2.2,2
3.3432936357552614,-0.6903012476824383,-1.239859793840928,2.27,2
3.2746947084781235,0.1071566989348656,-1.1404022812572314,2.4,2
3.187571506189157,0.5608680895773296,-1.232975815567762,2.4,2
3.0894025672361947,0.8689462481301857,-1.2614921201249376,2.41,2
3.246407424678874,0.7479285588443801,-1.242164382463747,2.42,2
3.405732114386923,0.1111334906924786,-1.2893632147836125,2.39,2
3.3616086410929005,-0.1651946497178878,-1.4115658371344963,2.38,2
3.324820573558064,0.171379403516058,-1.390255298019462,2.4,2
3.5175043130370214,-0.2588014670762328,-1.345670900898028,2.13,2
3.524272936822753,-0.1253793217433983,-1.3603245373267343,2.04,2
3.481066951291776,0.1954366462270541,-1.3206337525797769,1.83,2
3.41273302455578,-0.2056784016071889,-1.5028124219862786,1.55,2
3.609320540943676,-0.4250583982465871,-1.3408677135869338,1.55,2
3.1474270790347454,0.5475658385454211,-1.5670853822401494,1.55,2
3.3950623602795384,0.167126519462753,-1.4479445555182595,1.58,2
3.506008485751217,-0.7538697989487438,-1.050121400741561,0.65,2
3.389790196419588,-2.230812082103532,4.88658445016276,0.05,2
2.9658795878794697,-0.739226955030972,3.887475693230544,0.05,2
3.1770058623947626,0.0601811676882167,3.0714097645805065,0.08,2
2.9439352985037184,0.621395866071734,2.031714535084316,0.09,2
3.401163249148354,0.0159962236847221,1.349970008284718,0.1,2
3.820828343233936,-0.5839174529089907,1.316544508302703,0.09,2
3.752042124068842,-0.575136838998613,0.6385087716019894,0.09,2
3.889132449997443,-0.8437885501137187,0.6061269832812188,0.09,2
3.835095062875145,-0.5491181409417606,0.6234167356729698,0.09,2
3.6974865135973833,0.8837792102167062,0.784804792435227,0.09,2
3.263874942830573,1.4398559644513291,0.3318305294986264,0.08,2
3.3021300274236176,1.6730928032344037,0.378702596853998,0.07,2
3.2615179141979858,2.005996961921559,0.2851426537096345,0.07,2
3.183804788062372,2.0482802478579267,0.0371875589101686,0.06,2
3.023821741160976,2.379567363069353,0.0030854945848453,0.08,2
3.40488296399003,1.443953189471372,-0.1952732267371247,0.1,2
3.234375997530853,1.150116803069387,-0.6356148921752498,0.09,2
3.0025016723652427,1.4588372199756827,-1.04307596344895,0.08,2
2.557412650255562,2.867650903317022,-1.4437390273060209,0.08,2
2.821147771578502,2.117523583765679,-1.5188988318425551,0.08,2
3.138268692991969,1.5754634095831694,-1.4795011170044157,0.08,2
2.3604802976340884,3.7312014593859,-1.5387027110276124,0.08,2
2.430600391699164,3.798864602478375,-1.5572724987253574,0.08,2
2.347609618588555,4.551940705936644,-1.5088751043828603,0.2,2
2.4423067447145783,3.2674571553457463,-1.8012829576093188,0.33,2
2.121757272015694,4.410499656481608,-1.9156536149124996,0.77,2
1.9392594676880224,4.996697111822013,-1.965112555926024,1.21,2
2.8982059304695915,2.0498584710782595,-1.8039112605695224,1.68,3
2.395542472124512,2.4141390192770524,-2.212450439058166,2.33,3
2.4027697402812414,2.8173957486108487,-2.155433813663248,2.56,3
2.6664719647111026,2.97948748465876,-1.8439140202443849,3.08,3
