antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'FEDRates_High'}),frozenset({'GDP_Medium'}),0.3333333333333333,0.3333333333333333,0.24468085106382978,0.7340425531914894,2.2021276595744683,1.0,0.13356973995271867,2.506666666666667,0.8188405797101449,0.5798319327731092,0.601063829787234,0.7340425531914894
frozenset({'GDP_Medium'}),frozenset({'FEDRates_High'}),0.3333333333333333,0.3333333333333333,0.24468085106382978,0.7340425531914894,2.2021276595744683,1.0,0.13356973995271867,2.506666666666667,0.8188405797101449,0.5798319327731092,0.601063829787234,0.7340425531914894
frozenset({'FEDRates_High'}),frozenset({'InflationConsumerPrice_High'}),0.3333333333333333,0.3262411347517731,0.2222222222222222,0.6666666666666666,2.043478260869565,1.0,0.11347517730496452,2.0212765957446805,0.7659574468085104,0.5081081081081081,0.5052631578947367,0.6739130434782608
frozenset({'InflationConsumerPrice_High'}),frozenset({'FEDRates_High'}),0.3262411347517731,0.3333333333333333,0.2222222222222222,0.681159420289855,2.043478260869565,1.0,0.11347517730496452,2.0909090909090904,0.7578947368421052,0.5081081081081081,0.5217391304347825,0.6739130434782608
frozenset({'FEDRates_High'}),frozenset({'MedianConsumerPriceIndex_Medium'}),0.3333333333333333,0.6217494089834515,0.2730496453900709,0.8191489361702128,1.317490494296578,1.0,0.06579984239558709,2.0915032679738563,0.3614718614718615,0.4003466204506066,0.521875,0.6291562171345361
frozenset({'FEDRates_High'}),frozenset({'RealGDP_Medium'}),0.3333333333333333,0.3333333333333333,0.24468085106382978,0.7340425531914894,2.2021276595744683,1.0,0.13356973995271867,2.506666666666667,0.8188405797101449,0.5798319327731092,0.601063829787234,0.7340425531914894
frozenset({'RealGDP_Medium'}),frozenset({'FEDRates_High'}),0.3333333333333333,0.3333333333333333,0.24468085106382978,0.7340425531914894,2.2021276595744683,1.0,0.13356973995271867,2.506666666666667,0.8188405797101449,0.5798319327731092,0.601063829787234,0.7340425531914894
frozenset({'RealGDPPerCapita_Medium'}),frozenset({'FEDRates_High'}),0.3333333333333333,0.3333333333333333,0.2364066193853428,0.7092198581560284,2.1276595744680855,1.0,0.1252955082742317,2.2926829268292686,0.7949999999999999,0.5494505494505495,0.5638297872340425,0.7092198581560284
frozenset({'FEDRates_High'}),frozenset({'RealGDPPerCapita_Medium'}),0.3333333333333333,0.3333333333333333,0.2364066193853428,0.7092198581560284,2.1276595744680855,1.0,0.1252955082742317,2.2926829268292686,0.7949999999999999,0.5494505494505495,0.5638297872340425,0.7092198581560284
frozenset({'FEDRates_High'}),frozenset({'RealPotentialGDP_Medium'}),0.3333333333333333,0.3333333333333333,0.24468085106382978,0.7340425531914894,2.2021276595744683,1.0,0.13356973995271867,2.506666666666667,0.8188405797101449,0.5798319327731092,0.601063829787234,0.7340425531914894
frozenset({'RealPotentialGDP_Medium'}),frozenset({'FEDRates_High'}),0.3333333333333333,0.3333333333333333,0.24468085106382978,0.7340425531914894,2.2021276595744683,1.0,0.13356973995271867,2.506666666666667,0.8188405797101449,0.5798319327731092,0.601063829787234,0.7340425531914894
frozenset({'GDP_High'}),frozenset({'FEDRates_Low'}),0.3333333333333333,0.3333333333333333,0.2576832151300236,0.7730496453900709,2.319148936170213,1.0,0.14657210401891252,2.9375000000000004,0.8532110091743119,0.630057803468208,0.6595744680851063,0.7730496453900709
frozenset({'FEDRates_Low'}),frozenset({'GDP_High'}),0.3333333333333333,0.3333333333333333,0.2576832151300236,0.7730496453900709,2.319148936170213,1.0,0.14657210401891252,2.9375000000000004,0.8532110091743119,0.630057803468208,0.6595744680851063,0.7730496453900709
frozenset({'InflationConsumerPrice_Low'}),frozenset({'FEDRates_Low'}),0.3333333333333333,0.3333333333333333,0.21749408983451538,0.6524822695035462,1.9574468085106385,1.0,0.10638297872340427,1.918367346938776,0.7336956521739131,0.48421052631578954,0.47872340425531923,0.6524822695035462
frozenset({'FEDRates_Low'}),frozenset({'InflationConsumerPrice_Low'}),0.3333333333333333,0.3333333333333333,0.21749408983451538,0.6524822695035462,1.9574468085106385,1.0,0.10638297872340427,1.918367346938776,0.7336956521739131,0.48421052631578954,0.47872340425531923,0.6524822695035462
frozenset({'MedianConsumerPriceIndex_Low'}),frozenset({'FEDRates_Low'}),0.3333333333333333,0.3333333333333333,0.20921985815602837,0.6276595744680852,1.8829787234042556,1.0,0.09810874704491726,1.790476190476191,0.7033898305084746,0.45736434108527135,0.44148936170212777,0.6276595744680852
frozenset({'FEDRates_Low'}),frozenset({'MedianConsumerPriceIndex_Low'}),0.3333333333333333,0.3333333333333333,0.20921985815602837,0.6276595744680852,1.8829787234042556,1.0,0.09810874704491726,1.790476190476191,0.7033898305084746,0.45736434108527135,0.44148936170212777,0.6276595744680852
frozenset({'RealGDP_High'}),frozenset({'FEDRates_Low'}),0.3333333333333333,0.3333333333333333,0.2576832151300236,0.7730496453900709,2.319148936170213,1.0,0.14657210401891252,2.9375000000000004,0.8532110091743119,0.630057803468208,0.6595744680851063,0.7730496453900709
frozenset({'FEDRates_Low'}),frozenset({'RealGDP_High'}),0.3333333333333333,0.3333333333333333,0.2576832151300236,0.7730496453900709,2.319148936170213,1.0,0.14657210401891252,2.9375000000000004,0.8532110091743119,0.630057803468208,0.6595744680851063,0.7730496453900709
frozenset({'RealGDPPerCapita_High'}),frozenset({'FEDRates_Low'}),0.3333333333333333,0.3333333333333333,0.25059101654846333,0.75177304964539,2.25531914893617,1.0,0.13947990543735223,2.685714285714286,0.8349056603773584,0.6022727272727272,0.6276595744680851,0.75177304964539
frozenset({'FEDRates_Low'}),frozenset({'RealGDPPerCapita_High'}),0.3333333333333333,0.3333333333333333,0.25059101654846333,0.75177304964539,2.25531914893617,1.0,0.13947990543735223,2.685714285714286,0.8349056603773584,0.6022727272727272,0.6276595744680851,0.75177304964539
frozenset({'RealPotentialGDP_High'}),frozenset({'FEDRates_Low'}),0.3333333333333333,0.3333333333333333,0.2576832151300236,0.7730496453900709,2.319148936170213,1.0,0.14657210401891252,2.9375000000000004,0.8532110091743119,0.630057803468208,0.6595744680851063,0.7730496453900709
frozenset({'FEDRates_Low'}),frozenset({'RealPotentialGDP_High'}),0.3333333333333333,0.3333333333333333,0.2576832151300236,0.7730496453900709,2.319148936170213,1.0,0.14657210401891252,2.9375000000000004,0.8532110091743119,0.630057803468208,0.6595744680851063,0.7730496453900709
frozenset({'FEDRates_Medium'}),frozenset({'GDP_Low'}),0.3333333333333333,0.3333333333333333,0.1690307328605201,0.5070921985815603,1.521276595744681,1.0,0.057919621749408984,1.352517985611511,0.513986013986014,0.339667458432304,0.26063829787234044,0.5070921985815603
frozenset({'GDP_Low'}),frozenset({'FEDRates_Medium'}),0.3333333333333333,0.3333333333333333,0.1690307328605201,0.5070921985815603,1.521276595744681,1.0,0.057919621749408984,1.352517985611511,0.513986013986014,0.339667458432304,0.26063829787234044,0.5070921985815603
frozenset({'FEDRates_Medium'}),frozenset({'MedianConsumerPriceIndex_Medium'}),0.3333333333333333,0.6217494089834515,0.2375886524822695,0.7127659574468086,1.14638783269962,1.0,0.030338849487785674,1.3168724279835395,0.191542288557214,0.3311367380560131,0.2406250000000002,0.5474476175066743
frozenset({'RealGDP_Low'}),frozenset({'FEDRates_Medium'}),0.3333333333333333,0.3333333333333333,0.1690307328605201,0.5070921985815603,1.521276595744681,1.0,0.057919621749408984,1.352517985611511,0.513986013986014,0.339667458432304,0.26063829787234044,0.5070921985815603
frozenset({'FEDRates_Medium'}),frozenset({'RealGDP_Low'}),0.3333333333333333,0.3333333333333333,0.1690307328605201,0.5070921985815603,1.521276595744681,1.0,0.057919621749408984,1.352517985611511,0.513986013986014,0.339667458432304,0.26063829787234044,0.5070921985815603
frozenset({'RealGDPPerCapita_Low'}),frozenset({'FEDRates_Medium'}),0.3333333333333333,0.3333333333333333,0.16784869976359337,0.5035460992907802,1.5106382978723407,1.0,0.05673758865248227,1.3428571428571432,0.5070422535211268,0.3364928909952607,0.2553191489361703,0.5035460992907802
frozenset({'FEDRates_Medium'}),frozenset({'RealGDPPerCapita_Low'}),0.3333333333333333,0.3333333333333333,0.16784869976359337,0.5035460992907802,1.5106382978723407,1.0,0.05673758865248227,1.3428571428571432,0.5070422535211268,0.3364928909952607,0.2553191489361703,0.5035460992907802
frozenset({'FEDRates_Medium'}),frozenset({'RealPotentialGDP_Low'}),0.3333333333333333,0.3333333333333333,0.1690307328605201,0.5070921985815603,1.521276595744681,1.0,0.057919621749408984,1.352517985611511,0.513986013986014,0.339667458432304,0.26063829787234044,0.5070921985815603
frozenset({'RealPotentialGDP_Low'}),frozenset({'FEDRates_Medium'}),0.3333333333333333,0.3333333333333333,0.1690307328605201,0.5070921985815603,1.521276595744681,1.0,0.057919621749408984,1.352517985611511,0.513986013986014,0.339667458432304,0.26063829787234044,0.5070921985815603
frozenset({'GDP_High'}),frozenset({'MedianConsumerPriceIndex_Low'}),0.3333333333333333,0.3333333333333333,0.23286052009456265,0.698581560283688,2.0957446808510642,1.0,0.12174940898345155,2.2117647058823535,0.7842639593908629,0.5367847411444142,0.547872340425532,0.698581560283688
frozenset({'MedianConsumerPriceIndex_Low'}),frozenset({'GDP_High'}),0.3333333333333333,0.3333333333333333,0.23286052009456265,0.698581560283688,2.0957446808510642,1.0,0.12174940898345155,2.2117647058823535,0.7842639593908629,0.5367847411444142,0.547872340425532,0.698581560283688
frozenset({'GDP_High'}),frozenset({'RealGDP_High'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
