,date,value
0,1983-01-01,5.01465339985201
1,1983-02-01,4.95254511658214
2,1983-03-01,3.61226055575943
3,1983-04-01,4.82805415199952
4,1983-05-01,3.76732629829308
5,1983-06-01,2.44129775124315
6,1983-07-01,3.69758219019019
7,1983-08-01,4.8969903682566205
8,1983-09-01,4.8378278722189805
9,1983-10-01,4.70970672176305
10,1983-11-01,4.88207173553306
11,1983-12-01,3.62676569355638
12,1984-01-01,4.8524904574294405
13,1984-02-01,4.6323774287993205
14,1984-03-01,3.9232261628567
15,1984-04-01,4.47375381987558
16,1984-05-01,3.3975048040301203
17,1984-06-01,4.54047640450119
18,1984-07-01,4.70970672176305
19,1984-08-01,4.69130811372347
20,1984-09-01,4.47687654026121
21,1984-10-01,3.4965341186496497
22,1984-11-01,2.60802524955723
23,1984-12-01,3.5203139041378497
24,1985-01-01,3.07490272291309
25,1985-02-01,5.60339750649217
26,1985-03-01,4.714338130800599
27,1985-04-01,4.49361632464027
28,1985-05-01,3.30709306957033
29,1985-06-01,4.93736852619913
30,1985-07-01,2.4314834419624702
31,1985-08-01,3.459635634645549
32,1985-09-01,3.4496080178934503
33,1985-10-01,3.4628544852426404
34,1985-11-01,5.39203871117875
35,1985-12-01,3.08316960669681
36,1986-01-01,4.42330037720973
37,1986-02-01,3.17019109552263
38,1986-03-01,4.38684814912311
39,1986-04-01,4.16962440517514
40,1986-05-01,2.24297330698615
41,1986-06-01,3.39428781716422
42,1986-07-01,4.01960626544133
43,1986-08-01,3.28286363623527
44,1986-09-01,4.0014431118512
45,1986-10-01,4.17062103943193
46,1986-11-01,4.60573723276012
47,1986-12-01,3.92745273377464
48,1987-01-01,5.35829784555726
49,1987-02-01,3.337758063505
50,1987-03-01,3.7989855746732
51,1987-04-01,4.732865770015731
52,1987-05-01,4.5063604166125
53,1987-06-01,2.8685574671557497
54,1987-07-01,4.18781448084542
55,1987-08-01,3.3130276025440604
56,1987-09-01,5.2275814008822
57,1987-10-01,3.78495509165797
58,1987-11-01,3.3252684401102104
59,1987-12-01,2.84011303455471
60,1988-01-01,3.3185913873762
61,1988-02-01,2.90883516980707
62,1988-03-01,4.41918005237509
63,1988-04-01,4.73749799282637
64,1988-05-01,3.41359123842682
65,1988-06-01,4.67303747445387
66,1988-07-01,4.5707267155337306
67,1988-08-01,5.27348496252884
68,1988-09-01,5.00938206866559
69,1988-10-01,4.27269773492314
70,1988-11-01,2.9566454722601603
71,1988-12-01,3.95007987430633
72,1989-01-01,4.6814217758314
73,1989-02-01,5.20947642461538
74,1989-03-01,5.03461040058517
75,1989-04-01,4.87906302071213
76,1989-05-01,5.38800927445156
77,1989-06-01,3.85500115848694
78,1989-07-01,5.814260243977491
79,1989-08-01,2.8558736840949
80,1989-09-01,3.47288290755019
81,1989-10-01,5.16912809772758
82,1989-11-01,4.1625237636602
83,1989-12-01,3.7701813758958
84,1990-01-01,5.216139934786219
85,1990-02-01,4.981650393083201
86,1990-03-01,5.2504678803871
87,1990-04-01,5.3143738222831205
88,1990-05-01,3.96649380723344
89,1990-06-01,5.6279993107079
90,1990-07-01,5.30267168754286
91,1990-08-01,5.66560606341413
92,1990-09-01,2.8167227080654595
93,1990-10-01,4.55335048443914
94,1990-11-01,3.61399611524087
95,1990-12-01,5.05582611888307
96,1991-01-01,5.5627844862673
97,1991-02-01,4.3550241753906
98,1991-03-01,3.65528536937658
99,1991-04-01,3.37276123638892
100,1991-05-01,4.46850763239142
101,1991-06-01,2.90193641246452
102,1991-07-01,4.44203031238106
103,1991-08-01,3.08983246488028
104,1991-09-01,4.0654000776027
105,1991-10-01,2.3353501360496898
106,1991-11-01,4.29177716897127
107,1991-12-01,2.64599695624381
108,1992-01-01,1.73273035529145
109,1992-02-01,2.58885958946806
110,1992-03-01,3.78706590402491
111,1992-04-01,2.42829426223232
112,1992-05-01,2.80232154164044
113,1992-06-01,4.28890893910334
114,1992-07-01,1.77845400998218
115,1992-08-01,2.1172726558109902
116,1992-09-01,1.8647095813975096
117,1992-10-01,3.78383780857443
118,1992-11-01,3.27594189784477
119,1992-12-01,1.87801390592812
120,1993-01-01,3.442923847625749
121,1993-02-01,2.29662586946326
122,1993-03-01,1.7007959361273102
123,1993-04-01,4.09652033621579
124,1993-05-01,2.97550405217233
125,1993-06-01,2.54857377980864
126,1993-07-01,1.68885336227953
127,1993-08-01,2.52892755090932
128,1993-09-01,2.3340019137216204
129,1993-10-01,3.6998153130413103
130,1993-11-01,3.6360647138418094
131,1993-12-01,2.8177074707488297
132,1994-01-01,2.71177185775588
133,1994-02-01,3.6058143013175
134,1994-03-01,2.17453638595826
135,1994-04-01,2.5146859806895803
136,1994-05-01,2.90181334741006
137,1994-06-01,2.8947919642116497
138,1994-07-01,2.0694530806578504
139,1994-08-01,3.5187037719115697
140,1994-09-01,3.74709367119364
141,1994-10-01,2.22031958593512
142,1994-11-01,4.39209057745666
143,1994-12-01,1.21608593151488
144,1995-01-01,4.18619483418634
145,1995-02-01,3.3376345207508904
146,1995-03-01,3.26457127001425
147,1995-04-01,3.65850979935234
148,1995-05-01,3.5594625767825896
149,1995-06-01,2.09953665851426
150,1995-07-01,3.03271532641816
151,1995-08-01,2.94234945083716
152,1995-09-01,3.2632119535976
153,1995-10-01,3.22700732941383
154,1995-11-01,2.66922899078137
155,1995-12-01,2.5796467388820004
156,1996-01-01,3.77576772431056
157,1996-02-01,2.6189607116124103
158,1996-03-01,3.1105647730186496
159,1996-04-01,3.13327571333888
160,1996-05-01,2.9377900582841403
161,1996-06-01,2.51124866161314
